"","submission_id","age","comments","education","emphasis","experiment_duration","experiment_end_time","experiment_start_time","fragment_type","gender","languages","modality","prolific_pid","prolific_session_id","prolific_study_id","response","responseTime","trial_number","trial_type","monolingual"
"227",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,13168,3,"Critical","yes"
"229",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",6,8696,5,"Critical","yes"
"230",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",6,8427,6,"Critical","yes"
"231",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",6,8754,7,"Critical","yes"
"232",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8366,8,"Critical","yes"
"233",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",6,9036,9,"Critical","yes"
"234",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,7889,10,"Critical","yes"
"235",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",6,8587,11,"Critical","yes"
"239",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8488,15,"Critical","yes"
"240",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,7573,16,"Critical","yes"
"241",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8736,17,"Critical","yes"
"242",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,9024,18,"Critical","yes"
"245",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,13243,21,"Critical","yes"
"246",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8587,22,"Critical","yes"
"249",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8613,25,"Critical","yes"
"251",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8492,27,"Critical","yes"
"255",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,9441,31,"Critical","yes"
"260",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,6875,36,"Critical","yes"
"262",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8352,38,"Critical","yes"
"263",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8527,39,"Critical","yes"
"270",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8911,46,"Critical","yes"
"271",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,7597,47,"Critical","yes"
"274",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,7345,50,"Critical","yes"
"275",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,7262,51,"Critical","yes"
"277",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,6816,53,"Critical","yes"
"278",25,29,"","Höherer Abschluss","without",561597,"1,69038E+12","1,69038E+12","lexical","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,7033,54,"Critical","yes"
"279",25,29,"","Höherer Abschluss","with",561597,"1,69038E+12","1,69038E+12","functional","weiblich","Deutsch","auditory","5fcf9f17f5a7c20ba38e9cc9","64c12be061515deaa048cd80","64ba4c8d312ce994ea1f9971",7,8393,55,"Critical","yes"
"281",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,16896,1,"Critical","yes"
"282",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,8598,2,"Critical","yes"
"283",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,7583,3,"Critical","yes"
"284",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,7917,4,"Critical","yes"
"287",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,8132,7,"Critical","yes"
"288",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6096,8,"Critical","yes"
"291",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6503,11,"Critical","yes"
"293",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6822,13,"Critical","yes"
"297",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6387,17,"Critical","yes"
"299",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,7311,19,"Critical","yes"
"301",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6643,21,"Critical","yes"
"303",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6626,23,"Critical","yes"
"307",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6907,27,"Critical","yes"
"309",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,7015,29,"Critical","yes"
"312",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,5796,32,"Critical","yes"
"313",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,7926,33,"Critical","yes"
"318",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6610,38,"Critical","yes"
"319",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6302,39,"Critical","yes"
"321",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6577,41,"Critical","yes"
"322",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6228,42,"Critical","yes"
"323",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6525,43,"Critical","yes"
"325",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6882,45,"Critical","yes"
"327",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6601,47,"Critical","yes"
"330",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,5545,50,"Critical","yes"
"331",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6211,51,"Critical","yes"
"334",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,5676,54,"Critical","yes"
"335",26,26,"","Bachelor","with",506481,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6757,55,"Critical","yes"
"336",26,26,"","Bachelor","without",506481,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5a1d44eeab721b0001ef9566","64c12c31e6b2738d807f8b07","64ba4c8d312ce994ea1f9971",7,6150,56,"Critical","yes"
"338",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",6,25260,2,"Critical","yes"
"339",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",6,9147,3,"Critical","yes"
"340",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",5,8376,4,"Critical","yes"
"344",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8667,8,"Critical","yes"
"346",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,9099,10,"Critical","yes"
"347",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8995,11,"Critical","yes"
"348",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8791,12,"Critical","yes"
"350",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",6,10273,14,"Critical","yes"
"351",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8088,15,"Critical","yes"
"360",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8586,24,"Critical","yes"
"362",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8603,26,"Critical","yes"
"364",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8361,28,"Critical","yes"
"366",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",6,8087,30,"Critical","yes"
"367",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8257,31,"Critical","yes"
"368",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,12205,32,"Critical","yes"
"369",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8774,33,"Critical","yes"
"370",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7695,34,"Critical","yes"
"371",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7373,35,"Critical","yes"
"373",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7852,37,"Critical","yes"
"375",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7064,39,"Critical","yes"
"378",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",5,14755,42,"Critical","yes"
"380",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8016,44,"Critical","yes"
"381",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8691,45,"Critical","yes"
"382",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7297,46,"Critical","yes"
"384",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,8380,48,"Critical","yes"
"385",27,28,"","Abitur","with",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7893,49,"Critical","yes"
"388",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",6,11065,52,"Critical","yes"
"391",27,28,"","Abitur","without",586158,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","5e94aa8e11d9b92eff5f1a16","64c12c9fa57ff5055ceb6e84","64ba4c8d312ce994ea1f9971",7,7431,55,"Critical","yes"
"397",28,67,"","Höherer Abschluss","without",700023,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627e7906b82dabdbe672cdd1","64c12c31fdea2888fc821a60","64ba4c8d312ce994ea1f9971",6,11276,5,"Critical","yes"
"398",28,67,"","Höherer Abschluss","without",700023,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627e7906b82dabdbe672cdd1","64c12c31fdea2888fc821a60","64ba4c8d312ce994ea1f9971",7,11098,6,"Critical","yes"
"401",28,67,"","Höherer Abschluss","without",700023,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627e7906b82dabdbe672cdd1","64c12c31fdea2888fc821a60","64ba4c8d312ce994ea1f9971",6,11871,9,"Critical","yes"
"402",28,67,"","Höherer Abschluss","with",700023,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627e7906b82dabdbe672cdd1","64c12c31fdea2888fc821a60","64ba4c8d312ce994ea1f9971",6,11308,10,"Critical","yes"
